"Object ID","Organization Name","Approved On Street","Borough Name","Approved From Street","Approved To Street","apprDaysWe","Status Type","Approved Monday Open","Approved Monday Close","Approved Tuesday Open","Approved Tuesday Close","Approved Wednesday Open","Approved Wednesday Close","Approved Thursday Open","Approved Thursday Close","Approved Friday Open","Approved Friday Close","Approved Saturday Open","Approved Saturday Close","Approved Sunday Open","Approved Sunday Close","apprStartD","apprEndDat","Shape_STLe","segmentidt","segmentidf","lionversion","The_Geom"
"351","Uptown & Boogie Healthy Project","EAST 212 STREET","Bronx","WHITE PLAINS ROAD","WHITE PLAINS ROAD","sat","approvedFull",,,,,,,,,,,"09:00","15:00",,,"06/01/2024","11/24/2024","76.9229923148","0178432","0178431","23C","MULTILINESTRING ((-73.86577049477033 40.87855967937995, -73.86557417302413 40.87849715240446), (-73.86583214270105 40.87857592743353, -73.86577049477033 40.87855967937995))"
"352","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","180.151392773","0148409","0153707","23C","MULTILINESTRING ((-73.74230717277551 40.60292487280612, -73.74228813155858 40.60297571972983), (-73.74228813155858 40.60297571972983, -73.74260909897208 40.60334336728347))"
"353","The École","EAST 22 STREET","Manhattan","PARK AVENUE SOUTH","LEXINGTON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:30","14:00","09:30","14:00","09:30","14:00","09:30","14:00","09:30","14:00",,,,,"06/30/2024","06/27/2025","489.022201213","0032998","0164402","23C","MULTILINESTRING ((-73.98647195032133 40.7393628208867, -73.98523224580666 40.73884023023446), (-73.98677423740972 40.73949289826164, -73.98647195032133 40.7393628208867))"
"354","The Brooklyn Bazaar Festival Inc.","LEXINGTON AVENUE","Brooklyn","CLASSON AVENUE","GRAND AVENUE","sat,sun","approvedFull",,,,,,,,,,,"14:00","22:00","14:00","22:00","05/25/2024","10/26/2024","794.131025284","0127508","0127507","23C","MULTILINESTRING ((-73.96239800416481 40.68635201823291, -73.96207233324401 40.686390057115375), (-73.96207233324401 40.686390057115375, -73.95956770229138 40.686682555691625))"
"355","Middle School 88","18 STREET","Brooklyn","7 AVENUE","6 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","13:30","10:30","13:30","10:30","13:30","10:30","13:30","10:30","13:30",,,,,"09/05/2024","06/27/2025","98.2197082761","0144768","0144769","23C","MULTILINESTRING ((-73.98735174565768 40.6603871893319, -73.98725068956914 40.66037895646036), (-73.98760345301754 40.660401228769715, -73.98735174565768 40.6603871893319))"
"356","Meatpacking District Management Association","GANSEVOORT STREET","Manhattan","HUDSON STREET","10 AVENUE","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","22:00","04/01/2024","12/31/2024","293.76000518","0032024","0032032","23C","MULTILINESTRING ((-74.00591813957394 40.73941673738073, -74.00645011832746 40.739404029671704), (-74.00539035974165 40.739411972593935, -74.00591813957394 40.73941673738073))"
"357","Bridge Street Development Corporation","TOMPKINS AVENUE","Brooklyn","GATES AVENUE","HALSEY STREET","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","06/02/2024","10/27/2024","270.084559402","0219673","0219672","23C","MULTILINESTRING ((-73.94395975877131 40.6835851332385, -73.94389115009261 40.68323948337466), (-73.94403664799397 40.68397248267725, -73.94395975877131 40.6835851332385))"
"358","City-As School: High School M560","CLARKSON STREET","Manhattan","VARICK STREET","HUDSON STREET","mon,tue,wed,thu,fri","approvedFullSchools","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00",,,,,"09/05/2024","06/27/2025","513.176058027","0031926","0321023","23C","MULTILINESTRING ((-74.00517157395001 40.729447210231385, -74.00542391483259 40.72933985259675), (-74.00542391483259 40.72933985259675, -74.00697298804742 40.72949498987247))"
"359","Downtown Brooklyn Partnership","PEARL STREET","Brooklyn","FULTON STREET","DEAD END","mon,tue,wed,thu,fri","approvedFull","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,,"01/02/2024","12/31/2024","172.722512592","0334966","0334965","23C","MULTILINESTRING ((-73.9882258081034 40.691848638458644, -73.9882095590922 40.69180575436464), (-73.98818594311793 40.69227701651294, -73.9882258081034 40.691848638458644))"
"360","PS3 Charrette School","GROVE STREET","Manhattan","HUDSON STREET","BEDFORD STREET","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30","08:00","15:30",,,,,"09/05/2024","06/27/2025","292.843963061","0031972","0031964","23C","MULTILINESTRING ((-74.00650135334578 40.7324258750768, -74.00579422084894 40.73237233259095), (-74.00579422084894 40.73237233259095, -74.00546283761398 40.732448063517836))"
"361","Youth Ministries for Peace and Justice, Inc.","HARROD PLACE","Bronx","WESTCHESTER AVENUE","MORRISON AVENUE","sat","approvedFull",,,,,,,,,,,"10:00","17:00",,,"05/11/2024","11/02/2024","413.279466827","0079443","0079333","23C","MULTILINESTRING ((-73.8744376980946 40.829047266362274, -73.87363397239272 40.829275825801574), (-73.87363397239272 40.829275825801574, -73.87372870269583 40.82975288615028))"
"362","SONNYBOY","RIVINGTON STREET","Manhattan","ALLEN STREET","ALLEN STREET","tue,wed,thu,fri,sat,sun","approvedFull",,,"16:45","23:00","16:45","23:00","10:00","23:00","10:00","23:45","10:00","23:45","10:00","23:00","03/01/2024","11/30/2024","80.5568056913","0164352","0164351","23C","MULTILINESTRING ((-73.98972000093538 40.720478584578224, -73.98958546988145 40.72043681585418), (-73.98985454399376 40.72052035314593, -73.98972000093538 40.720478584578224))"
"363","Middle School 88","18 STREET","Brooklyn","7 AVENUE","6 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","13:30","10:30","13:30","10:30","13:30","10:30","13:30","10:30","13:30",,,,,"09/05/2024","06/27/2025","707.713040466","0162198","0022566","23C","MULTILINESTRING ((-73.98787862270379 40.66073444017211, -73.98760345301754 40.660401228769715), (-73.98947000090756 40.66169904088226, -73.98787862270379 40.66073444017211))"
"364","Friends of Cooper Park","MASPETH AVENUE","Brooklyn","HUMBOLDT STREET","WOODPOINT ROAD","sat","approvedFull",,,,,,,,,,,"07:00","19:00",,,"05/25/2024","06/15/2024","177.374208796","0284633","0284632","23C","MULTILINESTRING ((-73.94273549727382 40.7148678443723, -73.94258994583357 40.71487728577395), (-73.94258994583357 40.71487728577395, -73.94216076916554 40.715063047985616))"
"365","Cervo's","CANAL STREET","Manhattan","ESSEX STREET","ORCHARD STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","04/01/2024","11/29/2024","270.6685317","0024166","0024172","23C","MULTILINESTRING ((-73.99022012638989 40.71440494010891, -73.99075515363099 40.71455407281732), (-73.99075515363099 40.71455407281732, -73.99113282082077 40.714668629435394))"
"366","The Dock Street School for STEAM Studies","DOCK STREET","Brooklyn","FRONT STREET","WATER STREET","mon,tue,wed,thu,fri","approvedFullSchools","11:15","12:45","11:15","12:45","11:15","12:45","11:15","12:45","11:15","12:45",,,,,"09/05/2024","06/27/2025","256.51755163","0162663","0162662","23C","MULTILINESTRING ((-73.99257265019506 40.70278102167554, -73.99250677311387 40.70261188328388), (-73.99254747050486 40.70330834171033, -73.99257265019506 40.70278102167554))"
"367","Loisaida Open Streets Community Coalition","AVENUE B","Manhattan","EAST 7 STREET","EAST 10 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","01/31/2025","243.858133937","0310652","0310651","23C","MULTILINESTRING ((-73.98033298291035 40.726280335947244, -73.98016968507719 40.72650449865117), (-73.98016968507719 40.72650449865117, -73.9799065028015 40.726865772326626))"
"368","Prospect Heights Neighborhood Development Council","VANDERBILT AVENUE","Brooklyn","ATLANTIC AVENUE","PARK PLACE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","11:00","23:00","11:00","18:00","05/03/2024","09/29/2024","274.02276269","0163714","0163712","23C","MULTILINESTRING ((-73.96747796358216 40.6815862901559, -73.96767828305204 40.680955455312464), (-73.96750697811225 40.681687020868736, -73.96747796358216 40.6815862901559))"
"369","Van Duzer Civic Association","WATER STREET","Staten Island","BEACH STREET","CANAL STREET","sat","approvedFull",,,,,,,,,,,"12:00","17:00",,,"06/01/2024","09/28/2024","429.93480255","0105664","0105663","23C","MULTILINESTRING ((-74.07766169236253 40.62699638683274, -74.07790082507539 40.62693068519505), (-74.07638043696835 40.62713785238506, -74.07766169236253 40.62699638683274))"
"370","Banana Kelly Community Improvement Association, Inc.","SIMPSON STREET","Bronx","EAST 163 STREET","FOX STREET","sat,sun","approvedFull",,,,,,,,,,,"11:00","18:00","11:00","18:00","06/22/2024","08/10/2024","504.242528274","0113457","0113456","23C","MULTILINESTRING ((-73.89389462499463 40.81986028898609, -73.8929015621665 40.82081122310346), (-73.8929015621665 40.82081122310346, -73.89283653037859 40.820974053548525))"
"371","Ballet Tech School","BROADWAY","Manhattan","EAST 20 STREET","EAST 19 STREET","mon,tue,wed,thu,fri","approvedFullSchools","09:30","12:30","09:30","12:30","09:30","12:30","09:30","12:30","09:30","12:30",,,,,"09/05/2024","06/27/2025","260.480780972","0310026","0310025","23C","MULTILINESTRING ((-73.98995645586373 40.73847714394962, -73.98988442006281 40.7387359020562), (-73.98988442006281 40.7387359020562, -73.9897648749965 40.73917708878294))"
"372","Bright Leaders Group Family Day Care Inc.","GRAND AVENUE","Bronx","WEST BURNSIDE AVENUE","WEST TREMONT AVENUE","fri","approvedFullSchools",,,,,,,,,"12:30","16:00",,,,,"07/12/2024","09/06/2024","844.837048985","0116364","0116363","23C","MULTILINESTRING ((-73.91077673469154 40.85193875832601, -73.9107827939098 40.85208084261302, -73.91078279378901 40.8520809326621, -73.91078278063519 40.852081013696186, -73.91076972031928 40.85222492019574, -73.91076970821844 40.852225100284734, -73.9107696723991 40.85222528035541, -73.91073693787804 40.852368892476136, -73.91073691401449 40.852369000516696, -73.91073687829169 40.852369108548075, -73.9106845317698 40.85251016608718, -73.91068447225568 40.85251032812962, -73.9106843902089 40.85251049015461, -73.91061313327563 40.85264661633104, -73.91061305122852 40.852646778355975, -73.91061294310303 40.852646931355785, -73.9105240735081 40.85277603800064, -73.91052395468455 40.8527762090019, -73.91052381215442 40.852776370979875, -73.91041905180754 40.85289669442618, -73.9104190031114 40.85289674841787, -73.91041894374183 40.85289680240128, -73.91030042688271 40.853006885469384), (-73.91030042688271 40.853006885469384, -73.90942957541111 40.853959438474796))"
"373","Chauncey Street Block & Tenants Association","CHAUNCEY STREET","Brooklyn","HOWARD AVENUE","SARATOGA AVENUE","sat","approvedLimited",,,,,,,,,,,"10:00","18:00",,,"03/01/2024","10/31/2024","769.620395073","0106359","0106358","23C","MULTILINESTRING ((-73.91972011265803 40.68151903486765, -73.91735516792353 40.681791909442545), (-73.91735516792353 40.681791909442545, -73.91697632892352 40.68183415901799))"
"374","Salsa Stories","BECK STREET","Bronx","LEGGETT AVENUE","AVENUE ST JOHN","fri","approvedFull",,,,,,,,,"18:00","21:00",,,,,"08/02/2024","08/23/2024","619.314479576","0130782","0130781","23C","MULTILINESTRING ((-73.902218502923 40.81449326550135, -73.9014496054109 40.81470946868585), (-73.9014496054109 40.81470946868585, -73.90012021612286 40.815083264010305))"
"375","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","EAST 17 STREET","CONEY ISLAND AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","05/19/2024","07/15/2024","284.786787549","0326177","0326176","23C","MULTILINESTRING ((-73.96421566840479 40.63510003775236, -73.96411574608477 40.635148216801625), (-73.96411574608477 40.635148216801625, -73.9633486533201 40.63551807467684))"
"376","Lower East Side Partnership","ORCHARD STREET","Manhattan","DELANCEY STREET","EAST HOUSTON STREET","sun","approvedFull",,,,,,,,,,,,,"08:00","18:00","02/04/2024","01/26/2025","473.507203797","0312073","0312072","23C","MULTILINESTRING ((-73.98973302022377 40.71909624923956, -73.9896284484745 40.719300688915524), (-73.9896284484745 40.719300688915524, -73.98911349129648 40.720307422081866))"
"377","Hellenic Classical Charter Schools","18 STREET","Brooklyn","5 AVENUE","4 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:15","15:35","08:15","15:35","08:15","15:35","08:15","15:35","08:15","15:35",,,,,"09/05/2024","06/27/2025","782.228338585","0328789","0328788","23C","MULTILINESTRING ((-73.99200716532654 40.663232003030046, -73.99167274842982 40.66302867967921), (-73.99387610081584 40.66436833938168, -73.99200716532654 40.663232003030046))"
"378","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","272.995599601","0153824","0152515","23C","MULTILINESTRING ((-73.89715726900846 40.7524569857242, -73.89704298191411 40.7524310030795), (-73.89704298191411 40.7524310030795, -73.8961854307138 40.75252296753435))"
"379","DHS Block Association","DECATUR STREET","Brooklyn","HOWARD AVENUE","SARATOGA AVENUE","sat","approvedLimited",,,,,,,,,,,"12:00","20:00",,,"05/25/2024","10/26/2024","769.964464111","0106367","0106366","23C","MULTILINESTRING ((-73.92001111872648 40.682986535806634, -73.91764775462853 40.68325921936736), (-73.91764775462853 40.68325921936736, -73.91726632653388 40.68330322404587))"
"380","Meatpacking District Management Association","GANSEVOORT STREET","Manhattan","HUDSON STREET","10 AVENUE","wed,thu,fri,sat,sun","approvedFull",,,,,"14:00","22:00","14:00","22:00","14:00","22:00","12:00","22:00","12:00","22:00","04/01/2024","12/31/2024","451.514242254","0236855","0236854","23C","MULTILINESTRING ((-74.00805064100945 40.73937540083721, -74.0082577257511 40.73937592918076), (-74.0082577257511 40.73937592918076, -74.009679958722 40.73937954381952))"
"381","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","273.48873677","0218229","0218228","23C","MULTILINESTRING ((-73.97690314233175 40.77999735722276, -73.97666324476106 40.78032864949369), (-73.97666324476106 40.78032864949369, -73.97641669631618 40.78065055755861))"
"382","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","273.48873677","0218229","0218228","23C","MULTILINESTRING ((-73.97690314233175 40.77999735722276, -73.97666324476106 40.78032864949369), (-73.97666324476106 40.78032864949369, -73.97641669631618 40.78065055755861))"
"383","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.687841782","0153719","0153719","23C","MULTILINESTRING ((-73.88967658623733 40.75319988040462, -73.88874882665968 40.75330132163793))"
"384","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","258.499103916","0153718","0153718","23C","MULTILINESTRING ((-73.89340443486667 40.75288957211642, -73.89248074927131 40.75298960726287))"
"385","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.65719474","0153279","0153279","23C","MULTILINESTRING ((-73.88969104266643 40.75327986821046, -73.88876187499983 40.75337292448708))"
"386","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","238.806232187","0154004","0154004","23C","MULTILINESTRING ((-73.89705160055586 40.75250123316205, -73.89619819425857 40.7525931464853))"
"387","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.139672242","0152874","0152874","23C","MULTILINESTRING ((-73.87480201131594 40.754767601078946, -73.87387016070036 40.7548552582752))"
"388","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.165635024","0153240","0153240","23C","MULTILINESTRING ((-73.87481744766366 40.754852445544905, -73.87388541804204 40.75493958848121))"
"389","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.679464127","0153746","0153746","23C","MULTILINESTRING ((-73.88876187499983 40.75337292448708, -73.88782926789756 40.75346760884211))"
"390","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","259.547083102","0153484","0153484","23C","MULTILINESTRING ((-73.88782926789756 40.75346760884211, -73.88690314972068 40.75357486308634))"
"391","34th Avenue Open Streets Coalition","34 AVENUE","Queens","69 STREET","JUNCTION BOULEVARD","mon,tue,wed,thu,fri,sat,sun","approvedLimited","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","02/01/2024","12/31/2024","260.479911597","0153175","0153175","23C","MULTILINESTRING ((-73.88874882665968 40.75330132163793, -73.88781742388635 40.75339868066337))"
