"Object ID","Organization Name","Approved On Street","Borough Name","Approved From Street","Approved To Street","apprDaysWe","Status Type","Approved Monday Open","Approved Monday Close","Approved Tuesday Open","Approved Tuesday Close","Approved Wednesday Open","Approved Wednesday Close","Approved Thursday Open","Approved Thursday Close","Approved Friday Open","Approved Friday Close","Approved Saturday Open","Approved Saturday Close","Approved Sunday Open","Approved Sunday Close","apprStartD","apprEndDat","Shape_STLe","segmentidt","segmentidf","lionversion","The_Geom"
"149","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","214.028052053","0034883","0034883","23C","MULTILINESTRING ((-73.96142298817139 40.71638391403132, -73.96191191833822 40.71592926511034))"
"150","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","276.895850917","0034932","0034932","23C","MULTILINESTRING ((-73.96079164271563 40.71697285955101, -73.96142298817139 40.71638391403132))"
"151","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","261.03240024","0034934","0034934","23C","MULTILINESTRING ((-73.96019654586776 40.71752811611517, -73.96079164271563 40.71697285955101))"
"152","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","259.503309088","0034938","0034938","23C","MULTILINESTRING ((-73.9596060091252 40.71808078850268, -73.96019654586776 40.71752811611517))"
"153","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","261.615425162","0034958","0034958","23C","MULTILINESTRING ((-73.95900820561019 40.71863643502416, -73.9596060091252 40.71808078850268))"
"154","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","259.680876225","0034960","0034960","23C","MULTILINESTRING ((-73.95841618175702 40.71918882064559, -73.95900820561019 40.71863643502416))"
"155","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","260.124641494","0034962","0034962","23C","MULTILINESTRING ((-73.95782063328396 40.719740588646864, -73.95841618175702 40.71918882064559))"
"156","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","260.149914963","0035080","0035080","23C","MULTILINESTRING ((-73.95722538131609 40.720292634599474, -73.95782063328396 40.719740588646864))"
"157","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","260.518506713","0035084","0035084","23C","MULTILINESTRING ((-73.95663008550925 40.72084596424915, -73.95722538131609 40.720292634599474))"
"158","North Brooklyn Open Streets Community Coalition (NBK OSCC)","BERRY STREET","Brooklyn","BROADWAY","NORTH 12 STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","259.552436056","0035102","0035102","23C","MULTILINESTRING ((-73.95603779782694 40.72139774305538, -73.95663008550925 40.72084596424915))"
"159","North Brooklyn Open Streets Community Coalition","BEDFORD AVENUE","Brooklyn","LORIMER STREET","MANHATTAN AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedFull","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","04/20/2024","11/30/2024","289.830392903","0035265","0035265","23C","MULTILINESTRING ((-73.9509775452122 40.724097381352536, -73.95164632211751 40.723485857168356))"
"160","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","261.746494218","0035838","0035838","23C","MULTILINESTRING ((-73.97811607124811 40.75728442745133, -73.9776548278053 40.75791142357762))"
"161","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","260.691966311","0035840","0035840","23C","MULTILINESTRING ((-73.9776548278053 40.75791142357762, -73.97720026571109 40.75853793285137))"
"162","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","260.923371059","0035843","0035843","23C","MULTILINESTRING ((-73.97720026571109 40.75853793285137, -73.97674467649142 40.75916473813556))"
"163","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","259.447409996","0035846","0035846","23C","MULTILINESTRING ((-73.97674467649142 40.75916473813556, -73.97628870143396 40.75978674899675))"
"164","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","262.906712197","0035854","0035854","23C","MULTILINESTRING ((-73.97628870143396 40.75978674899675, -73.97583011953861 40.76041851982213))"
"165","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","259.320292057","0035857","0035857","23C","MULTILINESTRING ((-73.97583011953861 40.76041851982213, -73.97537360649422 40.76103990639012))"
"166","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","261.536202633","0035994","0035994","23C","MULTILINESTRING ((-73.97537360649422 40.76103990639012, -73.97491476261246 40.76166726993638))"
"167","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","260.855218895","0035998","0035998","23C","MULTILINESTRING ((-73.97491476261246 40.76166726993638, -73.97445730581376 40.76229308303918))"
"168","Fifth Avenue Association","5 AVENUE","Manhattan","EAST 48 STREET","EAST 57 STREET","sun","approvedFull",,,,,,,,,,,,,"09:00","20:00","12/08/2024","12/08/2024","280.330354319","0036011","0036011","23C","MULTILINESTRING ((-73.97445730581376 40.76229308303918, -73.97396798923295 40.76296658678861))"
"169","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","285.540563933","0037083","0037083","23C","MULTILINESTRING ((-73.97879904892143 40.77741293369521, -73.97829244278431 40.77809552367788))"
"170","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","285.540563933","0037083","0037083","23C","MULTILINESTRING ((-73.97879904892143 40.77741293369521, -73.97829244278431 40.77809552367788))"
"171","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","264.096831562","0037085","0037085","23C","MULTILINESTRING ((-73.97829244278431 40.77809552367788, -73.97783301702559 40.778730721617826))"
"172","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","264.096831562","0037085","0037085","23C","MULTILINESTRING ((-73.97829244278431 40.77809552367788, -73.97783301702559 40.778730721617826))"
"173","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","264.253424335","0037087","0037087","23C","MULTILINESTRING ((-73.97783301702559 40.778730721617826, -73.97736845837075 40.77936425253055))"
"174","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","264.253424335","0037087","0037087","23C","MULTILINESTRING ((-73.97783301702559 40.778730721617826, -73.97736845837075 40.77936425253055))"
"175","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","05/05/2024","06/23/2024","264.219463149","0037091","0037091","23C","MULTILINESTRING ((-73.97736845837075 40.77936425253055, -73.97690314233175 40.77999735722276))"
"176","Columbus Avenue Business Improvement District","COLUMBUS AVENUE","Manhattan","WEST 68 STREET","WEST 77 STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","20:00","09/15/2024","10/27/2024","264.219463149","0037091","0037091","23C","MULTILINESTRING ((-73.97736845837075 40.77936425253055, -73.97690314233175 40.77999735722276))"
"177","The Nightingale Bamford School","EAST 92 STREET","Manhattan","5 AVENUE","MADISON AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","09:00","14:30","09:00","14:30","09:00","14:30","09:00","14:30","09:00","14:30",,,,,"09/05/2024","06/27/2025","507.821982814","0037601","0037601","23C","MULTILINESTRING ((-73.95763599385073 40.78534345749869, -73.95603053229628 40.78466992047165))"
"178","PS 290 The Manhattan New School","EAST 82 STREET","Manhattan","2 AVENUE","1 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00",,,,,"09/05/2024","06/27/2025","749.529938613","0037744","0037744","23C","MULTILINESTRING ((-73.95362762524242 40.775290673445994, -73.95126173428294 40.77429193990926))"
"179","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"11:00","19:00","12:00","18:00","04/20/2024","11/10/2024","262.082479366","0038180","0038180","23C","MULTILINESTRING ((-73.9652151143523 40.8011111502897, -73.96475930379877 40.80174161330698))"
"180","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"11:00","19:00","12:00","18:00","04/20/2024","11/10/2024","262.597270057","0038233","0038233","23C","MULTILINESTRING ((-73.96475930379877 40.80174161330698, -73.96430100520557 40.80237265001011))"
"181","Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District","AMSTERDAM AVENUE","Manhattan","WEST 106 STREET","CATHEDRAL PARKWAY","sat,sun","approvedFull",,,,,,,,,,,"11:00","19:00","12:00","18:00","04/20/2024","11/10/2024","250.021306539","0038235","0038235","23C","MULTILINESTRING ((-73.96430100520557 40.80237265001011, -73.9638612634734 40.80297203811611))"
"182","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","262.247503458","0038463","0038463","23C","MULTILINESTRING ((-73.95723749365877 40.80185796129589, -73.9567781119241 40.80248744585826))"
"183","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","261.416840964","0038465","0038465","23C","MULTILINESTRING ((-73.9567781119241 40.80248744585826, -73.9563211507074 40.8031153445693))"
"184","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","262.012991328","0038467","0038467","23C","MULTILINESTRING ((-73.9563211507074 40.8031153445693, -73.95586271530266 40.80374449523961))"
"185","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","281.54879238","0038475","0038475","23C","MULTILINESTRING ((-73.95586271530266 40.80374449523961, -73.95536845698138 40.804419865366015))"
"186","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","282.031428639","0038477","0038477","23C","MULTILINESTRING ((-73.95536845698138 40.804419865366015, -73.95487450985411 40.805096884039806))"
"187","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","261.742485949","0038479","0038479","23C","MULTILINESTRING ((-73.95487450985411 40.805096884039806, -73.95441604415457 40.805725178685776))"
"188","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","261.788118269","0038481","0038481","23C","MULTILINESTRING ((-73.95441604415457 40.805725178685776, -73.95395687069113 40.80635331988214))"
"189","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","261.464738586","0038495","0038495","23C","MULTILINESTRING ((-73.95395687069113 40.80635331988214, -73.95349969153126 40.80698128799894))"
"190","Frederick Douglass Boulevard Alliance","FREDERICK DOUGLASS BOULEVARD","Manhattan","WEST 112 STREET","WEST 121 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","22:00","12:01","21:00","06/15/2024","10/06/2024","262.203485539","0038605","0038605","23C","MULTILINESTRING ((-73.95349969153126 40.80698128799894, -73.95304020364024 40.807610604049685))"
"191","Harlem Mothers Stop Another Violent End","WEST 128 STREET","Manhattan","FREDERICK DOUGLASS BOULEVARD","ST NICHOLAS AVENUE","tue,wed","approvedFull",,,"09:30","17:00","09:30","17:00",,,,,,,,,"07/02/2024","08/30/2024","366.82249151","0038742","0038742","23C","MULTILINESTRING ((-73.9497577708401 40.812103596236994, -73.95092865718738 40.81257507154855))"
"192","Harlem One Stop Inc","WEST 142 STREET","Manhattan","AMSTERDAM AVENUE","HAMILTON PLACE","sat","approvedFull",,,,,,,,,,,"11:00","18:30",,,"06/22/2024","08/31/2024","217.521338996","0038790","0038790","23C","MULTILINESTRING ((-73.94900611385265 40.823314269677, -73.94969330201722 40.82360400080279))"
"193","Riverdale Avenue Community School","STRAUSS STREET","Brooklyn","RIVERDALE AVENUE","NEWPORT STREET","fri","approvedFullSchools",,,,,,,,,"07:30","16:30",,,,,"09/05/2024","06/27/2025","570.216026575","0042789","0042789","23C","MULTILINESTRING ((-73.91413057983934 40.660181439574465, -73.91373611748729 40.658645420770846))"
"194","The 700 Jefferson Avenue Block Association","JEFFERSON AVENUE","Brooklyn","MALCOLM X BOULEVARD","PATCHEN AVENUE","fri,sat,sun","approvedFull",,,,,,,,,"12:00","21:00","12:00","21:00","12:00","21:00","01/13/2024","12/31/2024","817.573551544","0043331","0043331","23C","MULTILINESTRING ((-73.92959057545474 40.6856350487971, -73.92667582495696 40.68597069605664))"
"195","NYC Department of Health and Mental Hygiene","BRISTOL STREET","Brooklyn","DUMONT AVENUE","BLAKE AVENUE","fri","approvedLimited",,,,,,,,,"14:00","16:00",,,,,"04/22/2024","09/23/2024","570.047596659","0043841","0043841","23C","MULTILINESTRING ((-73.91155871838961 40.66535035660417, -73.91116635398302 40.66381449359951))"
"196","Justice Innovation Inc. d/b/a Center for Justice Innovation (Brownsville Community Justice Center)","THATFORD AVENUE","Brooklyn","BELMONT AVENUE","DEAD END","mon,tue,wed,thu,fri","approvedFull","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00",,,,,"03/18/2024","12/18/2024","128.64205526","0044000","0044000","23C","MULTILINESTRING ((-73.90947503847897 40.66856059803424, -73.90939058333187 40.668213409612484))"
"197","Justice Innovation Inc. d/b/a Center for Justice Innovation (Brownsville Community Justice Center)","WATKINS STREET","Brooklyn","BELMONT AVENUE","DEAD END","mon,tue,wed,thu,fri","approvedFull","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00","11:00","17:00",,,,,"03/18/2024","12/18/2024","128.626728207","0044007","0044007","23C","MULTILINESTRING ((-73.90763826491444 40.6688314270903, -73.90754834211101 40.66848507851471))"
"198","Sharon Street Block Association","SHARON STREET","Brooklyn","OLIVE STREET","MORGAN AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","02/01/2024","12/31/2024","855.752080229","0044360","0044360","23C","MULTILINESTRING ((-73.93869574855565 40.71532359170291, -73.93561374082381 40.71519093000233))"
"199","Troutman Street Open Street Coalition","TROUTMAN STREET","Brooklyn","IRVING AVENUE","ST NICHOLAS AVENUE","sat,sun","approvedFull",,,,,,,,,,,"10:00","22:00","10:00","22:00","04/22/2024","10/31/2024","796.768759513","0044899","0044899","23C","MULTILINESTRING ((-73.92458598687635 40.7048250409959, -73.92286348621984 40.70657559398294))"
"200","Troutman Street Open Street Coalition","TROUTMAN STREET","Brooklyn","IRVING AVENUE","ST NICHOLAS AVENUE","sat,sun","approvedFull",,,,,,,,,,,"10:00","22:00","10:00","22:00","04/22/2024","10/31/2024","496.528683802","0044904","0044904","23C","MULTILINESTRING ((-73.92286348621984 40.70657559398294, -73.92176576884313 40.707652422457365))"
"201","Public School 273Q","88 AVENUE","Queens","102 STREET","104 STREET","mon,tue,wed,thu,fri","approvedFullSchools","11:00","13:45","11:00","13:45","11:00","13:45","11:00","13:45","11:00","13:45",,,,,"09/05/2024","06/27/2025","511.054922439","0053049","0053049","23C","MULTILINESTRING ((-73.84470105325589 40.693725695218994, -73.84297466634008 40.69421660032177))"
"202","JAMROCK JERK LLC","141 STREET","Queens","109 AVENUE","LAKEWOOD AVENUE","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:59","12:00","23:59","12:00","23:59","04/27/2024","10/31/2024","181.755126001","0055647","0055647","23C","MULTILINESTRING ((-73.80572163685346 40.68782681471375, -73.80529160225845 40.68745035672103))"
"203","HOOD WORKS INC","156 STREET","Queens","108 AVENUE","107 AVENUE","mon,tue,wed,thu,fri,sat","approvedLimited","10:00","16:00","10:00","16:00","10:00","16:00","10:00","16:00","10:00","16:00","11:00","17:00",,,"06/01/2024","09/28/2024","660.467841516","0060037","0060037","23C","MULTILINESTRING ((-73.79748122395601 40.69600212813062, -73.7963233593598 40.694417924912955))"
"204","Downtown Jamaica Partnership","165 STREET","Queens","JAMAICA AVENUE","89 AVENUE","mon,tue,wed,thu,fri,sat,sun","approvedFull","12:00","18:00","12:00","18:00","12:00","18:00","12:00","18:00","12:00","18:00","12:00","18:00","12:00","18:00","05/01/2024","12/31/2024","913.593477042","0060112","0060112","23C","MULTILINESTRING ((-73.79631660911042 40.707723094187585, -73.79489532788946 40.705460746475175))"
"205","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","238.380117767","0061952","0061952","23C","MULTILINESTRING ((-73.74172925009412 40.602296468168596, -73.7422212556127 40.6028326472821))"
"206","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","253.75461537","0061997","0061997","23C","MULTILINESTRING ((-73.73857551171513 40.59968274656414, -73.73915126556885 40.60022360515182))"
"207","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","365.203622545","0062003","0062003","23C","MULTILINESTRING ((-73.74085553909852 40.60156377494352, -73.74103479536834 40.60165786343339, -73.74120343222454 40.60176495203705, -73.74135906031331 40.601883934980705, -73.74149963305324 40.60201335426455, -73.7416234474319 40.60215149871751, -73.74172925009412 40.602296468168596))"
"208","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","199.156758827","0062006","0062006","23C","MULTILINESTRING ((-73.74029877895575 40.60121919619097, -73.74085553909852 40.60156377494352))"
"209","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","233.007775564","0062008","0062008","23C","MULTILINESTRING ((-73.73972262865874 40.600754238894375, -73.74029877895575 40.60121919619097))"
"210","Kesher Bridging Communities","READS LANE","Queens","CORNAGA AVENUE","MEEHAN AVENUE","fri,sat,sun","approvedLimited",,,,,,,,,"15:30","19:00","08:00","20:00","12:00","16:00","01/01/2024","12/31/2024","250.096764339","0062010","0062010","23C","MULTILINESTRING ((-73.73915126556885 40.60022360515182, -73.73972262865874 40.600754238894375))"
"211","PS 134Q: Langston Hughes School","109 AVENUE","Queens","203 STREET","204 STREET","mon,tue,wed,thu,fri","approvedFullSchools","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00","10:00","14:00",,,,,"09/05/2024","06/27/2025","259.277500616","0064632","0064632","23C","MULTILINESTRING ((-73.7554168966385 40.70796357270547, -73.75452474163696 40.708176959676564))"
"212","LaGuardia Community College","29 STREET","Queens","47 AVENUE","SKILLMAN AVENUE","mon,tue,wed,thu,fri","approvedFull","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00","08:00","20:00",,,,,"05/01/2024","11/01/2024","606.926158791","0067208","0067208","23C","MULTILINESTRING ((-73.93825761873377 40.74506843728683, -73.93856966072069 40.743419568838995))"
"213","Our World Neighborhood Charter School","37 STREET","Queens","36 AVENUE","35 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","13:15","10:00","13:15","10:00","13:15","10:00","13:15","10:00","13:15",,,,,"09/05/2024","06/27/2025","660.305742571","0067750","0067750","23C","MULTILINESTRING ((-73.92370440142724 40.75588003725886, -73.92495400124389 40.754336751197954))"
"214","31st Ave Open Street Collective","31 AVENUE","Queens","33 STREET","35 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","20:00","12:00","20:00","04/06/2024","12/29/2024","260.226449415","0067781","0067781","23C","MULTILINESTRING ((-73.92188016164027 40.76357438580613, -73.92108063899165 40.76319941199169))"
"215","31st Ave Open Street Collective","31 AVENUE","Queens","33 STREET","35 STREET","sat,sun","approvedFull",,,,,,,,,,,"12:00","20:00","12:00","20:00","04/06/2024","12/29/2024","260.013665877","0067896","0067896","23C","MULTILINESTRING ((-73.92108063899165 40.76319941199169, -73.92028343686519 40.762822703437585))"
"216","Salsa Stories","EAST 115 STREET","Manhattan","PLEASANT AVENUE","1 AVENUE","sat","approvedFull",,,,,,,,,,,"17:00","21:00",,,"07/20/2024","08/24/2024","713.716691974","0068462","0068462","23C","MULTILINESTRING ((-73.93591227007374 40.79531183757352, -73.93364741404376 40.79437650324726))"
"217","The Young Women’s Leadership School of Astoria","NEWTOWN AVENUE","Queens","23 STREET","CRESCENT STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30","07:30","16:30",,,,,"03/11/2024","06/27/2025","464.245154284","0068661","0068661","23C","MULTILINESTRING ((-73.92478315052978 40.771354772176494, -73.92363353401703 40.77042752388768))"
"218","The Young Women’s Leadership School of Astoria","23 STREET","Queens","NEWTOWN AVENUE","ASTORIA BOULEVARD","mon,tue,wed,thu,fri","approvedFullSchools","10:00","14:30","10:00","14:30","10:00","14:30","10:00","14:30","10:00","14:30",,,,,"04/01/2024","06/27/2025","180.316548821","0068663","0068663","23C","MULTILINESTRING ((-73.92444128039068 40.771775957096814, -73.92478315052978 40.771354772176494))"
"219","Global Community Charter School","WEST 142 STREET","Manhattan","CHISUM PLACE","5 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00","10:30","15:00",,,,,"09/05/2024","06/27/2025","471.518331073","0069384","0069384","23C","MULTILINESTRING ((-73.93445400187738 40.81718852805827, -73.9359602751406 40.81779301086115))"
"220","I Challenge Myself","RAE STREET","Bronx","ST ANNS AVENUE","DEAD END","sat","approvedFull",,,,,,,,,,,"12:00","15:00",,,"05/04/2024","05/25/2024","273.432501832","0070386","0070386","23C","MULTILINESTRING ((-73.9123517611332 40.8175095783782, -73.91138050181156 40.81737256465131))"
"221","I Challenge Myself","RAE STREET","Bronx","DEAD END","ST ANNS AVENUE","mon,tue,wed,thu,fri","approvedLimited","14:00","16:00","14:00","16:00","14:00","16:00","14:00","16:00","14:00","16:00",,,,,"07/08/2024","08/02/2024","273.432501832","0070386","0070386","23C","MULTILINESTRING ((-73.9123517611332 40.8175095783782, -73.91138050181156 40.81737256465131))"
